iter	Logloss
425	0.3203381719
426	0.3201413546
427	0.319970387
428	0.3196930812
429	0.3192508536
430	0.3189877835
431	0.3187602355
432	0.3184018111
433	0.3183208796
434	0.318168988
435	0.3180297753
436	0.3179388176
437	0.3173989154
438	0.3171755338
439	0.31703486
440	0.31683417
441	0.3165151398
442	0.3163671035
443	0.3161957425
444	0.3161052865
445	0.3158757776
446	0.3157597778
447	0.3154970559
448	0.3154166177
449	0.3150777155
450	0.3150045221
451	0.3147286135
452	0.3144884291
453	0.314448702
454	0.3142644085
455	0.3141908868
456	0.3137522661
457	0.3135415373
458	0.3133939327
459	0.3130072163
460	0.3129142273
461	0.3127234234
462	0.3126303566
463	0.3124662494
464	0.3121382566
465	0.311990501
466	0.3118771527
467	0.3115961043
468	0.3115369641
469	0.3113424542
470	0.3111761835
471	0.3110776118
472	0.3107852403
473	0.3105199354
474	0.3104310603
475	0.3103368304
476	0.3102461883
477	0.309952393
478	0.3097801939
479	0.3096616543
480	0.3095597859
481	0.3092794522
482	0.3092086427
483	0.309157928
484	0.3089053857
485	0.3087687254
486	0.3086752751
487	0.308473853
488	0.3081562992
489	0.3079929167
490	0.3078198996
491	0.3076459442
492	0.3075045365
493	0.3072686237
494	0.3070344461
495	0.3068426803
496	0.3066611203
497	0.3063525759
498	0.3062445315
499	0.3060986374
500	0.3058671345
501	0.3057452518
502	0.3055810191
503	0.3054987721
504	0.3052906383
505	0.3051327545
506	0.3049029261
507	0.304610367
508	0.3045267423
509	0.3043737136
510	0.3042739177
511	0.3042437506
512	0.3042050202
513	0.3041508113
514	0.30395
515	0.3037679909
516	0.3035589303
517	0.3034136067
518	0.3033645415
519	0.3032153103
520	0.3031079388
521	0.3029988708
522	0.3027264402
523	0.302578489
524	0.3025060203
525	0.3024257416
526	0.302264627
527	0.3021724871
528	0.3020888507
529	0.3019412431
530	0.3016006294
531	0.3013945862
532	0.3012578504
533	0.3010534292
534	0.3008846191
535	0.3006969507
536	0.3005079385
537	0.3004467489
538	0.3002313516
539	0.2999905775
540	0.2998166517
541	0.2997412595
542	0.2996709709
543	0.2995678432
544	0.2994008181
545	0.299299111
546	0.2992286776
547	0.2990604381
548	0.2988649645
549	0.2987052928
550	0.2985468095
551	0.2983320327
552	0.2981746293
553	0.2979879529
554	0.2977799271
555	0.2975968067
556	0.2973974925
557	0.2973087583
558	0.2972625703
559	0.2969935464
560	0.2968380859
561	0.2966911488
562	0.2965386332
563	0.2963772104
564	0.296233134
565	0.2961075035
566	0.2959583263
567	0.2956520345
568	0.2955013085
569	0.2953152714
570	0.2950660581
571	0.2948951721
572	0.2948514182
573	0.2946773757
574	0.2943878556
575	0.2942358698
576	0.2941470623
577	0.2940072858
578	0.2938723429
579	0.2937231947
580	0.2935323286
581	0.2934274784
582	0.2933017549
583	0.2932596107
584	0.293101658
585	0.2930163633
586	0.2928990609
587	0.2927868484
588	0.2926499614
589	0.2925621542
590	0.2924649645
591	0.2921890025
592	0.2921365206
593	0.2919381178
594	0.2918412432
595	0.2916519521
596	0.2915295019
597	0.2914484966
598	0.2913546166
599	0.2912826957
600	0.2912283006
601	0.2910884366
602	0.290937726
603	0.2908761079
604	0.2908075561
605	0.2906634447
606	0.2904548559
607	0.2903115302
608	0.2901615212
609	0.2900368248
610	0.2898465116
611	0.2897812314
612	0.2896254709
613	0.2893361177
614	0.2892797335
615	0.2892185657
616	0.2891725543
617	0.2890662789
618	0.2890258251
619	0.2888671882
620	0.2885568512
621	0.288384241
622	0.2882723619
623	0.2881105603
624	0.2880799477
625	0.2879512135
626	0.2878216818
627	0.2876644768
628	0.2875542777
629	0.2874240107
630	0.287360819
631	0.2871308107
632	0.2870917052
633	0.2869814849
634	0.2868735767
635	0.2867587813
636	0.2866176572
637	0.2865685327
638	0.2865076735
639	0.28642749
640	0.2861408728
641	0.2860288279
642	0.2856646309
643	0.2854006896
644	0.2852891777
645	0.2852519599
646	0.2851236411
647	0.2850071605
648	0.284918337
649	0.2846482326
650	0.2844791702
651	0.2843525224
652	0.2843056472
653	0.2840546852
654	0.2839236801
655	0.2838668728
656	0.2837176563
657	0.2836144242
658	0.283496592
659	0.2833903381
660	0.2832292232
661	0.2830675491
662	0.2829370654
663	0.2828462867
664	0.2827838305
665	0.2826879478
666	0.2825654166
667	0.2825290619
668	0.2823941349
669	0.2822900307
670	0.282194044
671	0.2820774122
672	0.2819526261
673	0.2818284028
674	0.2817322065
675	0.2815171812
676	0.2813830999
677	0.2811879345
678	0.2810223232
679	0.2809491606
680	0.2806957884
681	0.2806688636
682	0.2805984552
683	0.2805143316
684	0.2804665961
685	0.2802147647
686	0.2801611462
687	0.2801133137
688	0.2800003202
689	0.2798766
690	0.2797629666
691	0.2796065023
692	0.279480836
693	0.2794374819
694	0.2793186314
695	0.2789773395
696	0.2787489254
697	0.2784277603
698	0.2782764762
699	0.2780376608
700	0.2779377361
701	0.2778120174
702	0.2777339766
703	0.2776233075
704	0.2775475741
705	0.2774733032
706	0.277364487
707	0.277216842
708	0.2770474731
709	0.2769901464
710	0.2767650034
711	0.2765588373
712	0.2765168168
713	0.2763904809
714	0.2762884141
715	0.2762361062
716	0.2760542504
717	0.2759855711
718	0.2758704569
719	0.2757695487
720	0.2756604446
721	0.2755331746
722	0.2754259276
723	0.2751888743
724	0.2751419475
725	0.2750864879
726	0.2749759796
727	0.2748770103
728	0.274769569
729	0.2746630865
730	0.274485199
731	0.2743911882
732	0.2742319839
733	0.2741379003
734	0.2740714551
735	0.273958804
736	0.2739066573
737	0.2737960033
738	0.273646883
739	0.2735714074
740	0.2734713084
741	0.2734170112
742	0.2733294072
743	0.2732419497
744	0.2731450838
745	0.2731002128
746	0.2729827356
747	0.2728414317
748	0.2727894385
749	0.2726962222
750	0.2726047896
751	0.2725307226
752	0.2724503563
753	0.2723330651
754	0.2721922631
755	0.2720859878
756	0.2720385132
757	0.271937329
758	0.2718484072
759	0.2717794762
760	0.2716283768
761	0.2715173717
762	0.2714299435
763	0.271246609
764	0.2711830684
765	0.2711308531
766	0.2709978731
767	0.2708645204
768	0.2708022206
769	0.2706719292
770	0.2705639003
771	0.2704607884
772	0.2702333612
773	0.270128509
774	0.2700265243
775	0.2698937771
776	0.2697770146
777	0.2696888949
778	0.2695910588
779	0.269494694
780	0.2693999799
781	0.2693439807
782	0.2692064222
783	0.2691199928
784	0.2690189985
785	0.2688100448
786	0.2686861478
787	0.2685951016
788	0.2685036834
789	0.2683849613
790	0.2682803466
791	0.2681821683
792	0.2678885541
793	0.2677659947
794	0.2675389192
795	0.267456734
796	0.2673988628
797	0.2673020079
798	0.2671776177
799	0.2670890422
800	0.266976162
801	0.2668901815
802	0.2667674232
803	0.2666503494
804	0.2665713787
805	0.2664521092
806	0.2663606543
807	0.2662723239
808	0.2662116858
809	0.2659361507
810	0.2658388191
811	0.2656127744
812	0.265502974
813	0.2654181907
814	0.2653353921
815	0.2652479295
816	0.2651650614
817	0.2650173783
818	0.2649274513
819	0.2648315962
820	0.2647831703
821	0.2646533662
822	0.264419515
823	0.2642701869
824	0.2641588188
825	0.2640792286
826	0.2639823705
827	0.2638772245
828	0.2637143651
829	0.2636029046
830	0.2634816259
831	0.2633900556
832	0.2632322873
833	0.2630237535
834	0.2629500063
835	0.2629023024
836	0.2628439617
837	0.2627321687
838	0.2626480841
839	0.262571772
840	0.2625151002
841	0.2624066245
842	0.2623399214
843	0.2620749125
844	0.2619464957
845	0.2617521608
846	0.2617042172
847	0.2615609241
848	0.2614786459
849	0.2613828758
850	0.2612920917
851	0.2612516503
852	0.261139027
853	0.2611041334
854	0.2610779889
855	0.2609461983
856	0.2608674677
857	0.2606782246
858	0.2605641658
859	0.2604461882
860	0.2604078427
861	0.2603126912
862	0.2602263703
863	0.2601475222
864	0.2600262776
865	0.2599079758
866	0.2598310139
867	0.2596670464
868	0.2595916399
869	0.2594787215
870	0.2593909681
871	0.2592721061
872	0.2591892723
873	0.2591218185
874	0.2590219888
875	0.2589321261
876	0.2588100142
877	0.2586703179
878	0.2585622105
879	0.2584694929
880	0.2584037507
881	0.2581912986
882	0.2581377707
883	0.258112836
884	0.25804466
885	0.2579736958
886	0.2579302354
887	0.2579287668
888	0.2577410828
889	0.2576390363
890	0.257499706
891	0.2573657696
892	0.2572789353
893	0.2571719977
894	0.2570790119
895	0.2569870457
896	0.2568917971
897	0.2568022993
898	0.256764381
899	0.2566803765
900	0.2565349171
901	0.2564242999
902	0.2563352621
903	0.2562901001
904	0.2561825416
905	0.2559947379
906	0.2558980513
907	0.2558273093
908	0.2557681235
909	0.2557038097
910	0.2555550175
911	0.2554751732
912	0.2553764652
913	0.2552616186
914	0.2550899956
915	0.2550663161
916	0.2549622206
917	0.2548615159
918	0.2547786338
919	0.2546891572
920	0.2546546059
921	0.2545925591
922	0.2545218016
923	0.2543910755
924	0.2542993631
925	0.254240264
926	0.2541391433
927	0.2540535057
928	0.2539684127
929	0.2539324095
930	0.2538291522
931	0.2538177206
932	0.2537986105
933	0.2536035905
934	0.2534937064
935	0.2534536646
936	0.2533307109
937	0.2532345383
938	0.2531616622
939	0.2531463215
940	0.2530441912
941	0.2528830631
942	0.2527853431
943	0.252663641
944	0.2525482812
945	0.2524843327
946	0.2523792597
947	0.2522270784
948	0.2521478997
949	0.2521306067
950	0.2520591267
951	0.251915285
952	0.2519026612
953	0.2517854686
954	0.2516971112
955	0.2516234349
956	0.2515420699
957	0.251406288
958	0.2512222414
959	0.2511342592
960	0.2510576508
961	0.2509118567
962	0.2508232963
963	0.2507743121
964	0.2506961328
965	0.2505837617
966	0.2504992024
967	0.2503851769
968	0.2502768116
969	0.2502479184
970	0.2500876766
971	0.2500117507
972	0.2499304499
973	0.2498256895
974	0.2497199548
975	0.2497095168
976	0.2496840254
977	0.2496513216
978	0.2495579599
979	0.249466773
980	0.2493005338
981	0.2492230897
982	0.2491475566
983	0.2490852143
984	0.2490057276
985	0.2489133551
986	0.2488534631
987	0.248788135
988	0.248704527
989	0.2486125547
990	0.2485658842
991	0.2484992192
992	0.2484150556
993	0.2482933344
994	0.2481868501
995	0.2481000983
996	0.2480739254
997	0.2480116254
998	0.2478519945
999	0.2477208777
